scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,925.874,4,256,231.4685,3.6166953125,True
D1,decode,384.348,4,256,96.087,1.501359375,True
P0,prefill,1497.328,4,256,374.332,5.8489375,True
P1,prefill,1312.933,4,256,328.23325,5.12864453125,True
P_pool,prefill,2810.261,4,256,702.56525,10.97758203125,True
D_pool,decode,1310.222,4,256,327.5555,5.1180546875,True
all_GPU_boards,all,4120.483,4,256,1030.12075,16.09563671875,True
