workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,mean_e2e_latency_ms
small_light,,128,64,16,16,2339.4542931091564,58.42576970347196,6020.27778442789
prefill_medium,,1024,64,16,16,607.1372414917278,61.14362228993467,4459.185445757612
prefill_heavy,,2048,64,16,16,897.0828628662275,63.36500236619262,4889.078011936363
decode_medium,,128,128,16,16,392.0602889484144,57.7371661840559,7724.680394323514
decode_heavy,,128,256,16,16,565.6610974401701,57.538844417885066,15238.066424000863
balanced_medium,,512,128,16,16,561.9476205720275,57.839407757319705,7907.55240575163
both_heavy,,2048,256,16,16,901.8735986865067,60.111022283586756,16230.18428100113
